"LocationHeirarchyKey","LocationID","LocationParentID","LocationReferenceCode","LocationReferenceDescription","ParentLocationReference","DIT_LocationHierarchyCode","LocationHierarchyDescription","DIT_ProjectRdCode","ProjectRdDescription","DIT_LocationCode","LocationCodeDescription","DIT_SubLocationCode","SubLocationCodeDescription","SiteIDLocationReference","Uniclass_CoCode","Uniclass_CoTitle","Uniclass_EnCode","Uniclass_EnTitle","Uniclass_SLCode","Uniclass_SLTitle","Modified","Modified By","ID"
"3FC","SI64Q4","MM10Q8","SB01","Riser (Electrical A)","B004","F0280-B004-SB01","Northern Tunnel, Northern  Portal (NTNP);Risers;Riser (Electrical A)","F0280","Northern Tunnel, Northern  Portal (NTNP);Risers;Riser (Electrical A)","B004","Risers","SB01","Riser (Electrical A)","2804","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","5/03/2026 2:38 PM","John Marsden-T2D","1157"
"3FC","BR13Y3","SN27P3","S121","Cable Reticulation A","B008","F0290-B008-S121","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Reticulation A","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S121","Cable Reticulation A","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1158"
"3FC","JD60R9","SN27P3","S122","Cable Pit A","B008","F0290-B008-S122","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Pit A","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S122","Cable Pit A","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1159"
"3FC","TG02K3","CW27N2","S202","Shaft Stairs, Level 1","B007","F0280-B007-S202","Northern Tunnel, Northern  Portal (NTNP);Portal Stairway;Shaft Stairs, Level 1","F0280","Northern Tunnel, Northern  Portal (NTNP);Portal Stairway;Shaft Stairs, Level 1","B007","Portal Stairway","S202","Shaft Stairs, Level 1","2807","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","5/03/2026 2:42 PM","John Marsden-T2D","1160"
"3FC","HN20Z4","SN27P3","S202","Fan Plenum","B008","F0290-B008-S202","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Plenum","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S202","Fan Plenum","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1161"
"3FC","NY94M9","SN27P3","S203","Store","B008","F0290-B008-S203","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Store","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S203","Store","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1162"
"3FC","AO46V7","SN27P3","S301","Ventilation Facility, Invert Fan Roof","B008","F0290-B008-S301","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Ventilation Facility, Invert Fan Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S301","Ventilation Facility, Invert Fan Roof","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1163"
"3FC","ZK56Z3","CW27N2","S304","Shaft Stairs, Level 2","B007","F0280-B007-S304","Northern Tunnel, Northern  Portal (NTNP);Portal Stairway;Shaft Stairs, Level 2","F0280","Northern Tunnel, Northern  Portal (NTNP);Portal Stairway;Shaft Stairs, Level 2","B007","Portal Stairway","S304","Shaft Stairs, Level 2","2807","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","5/03/2026 2:42 PM","John Marsden-T2D","1164"
"3FC","NU71J9","SN27P3","S303","Ventilation Facility, Low Pressure Fan Roof","B008","F0290-B008-S303","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Ventilation Facility, Low Pressure Fan Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S303","Ventilation Facility, Low Pressure Fan Roof","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1165"
"3FC","EY43W9","SN27P3","S304","Vent Outlet","B008","F0290-B008-S304","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Vent Outlet","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S304","Vent Outlet","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1166"
"3FC","EE96Y4","NK47M9","S901","External, MOC Entry","B009","F0290-B009-S901","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, MOC Entry","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S901","External, MOC Entry","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1167"
"3FC","UB94S4","NK47M9","S902","External Yard - North","B009","F0290-B009-S902","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External Yard - North","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S902","External Yard - North","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1168"
"3FC","NK04F8","NK47M9","S903","External, MOC Driveway - North","B009","F0290-B009-S903","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, MOC Driveway - North","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S903","External, MOC Driveway - North","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1169"
"3FC","ZM92G0","NK47M9","S904","External, MOC Driveway - West","B009","F0290-B009-S904","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, MOC Driveway - West","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S904","External, MOC Driveway - West","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1170"
"3FC","GP48N5","NK47M9","S905","External, Substation Loading Dock","B009","F0290-B009-S905","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, Substation Loading Dock","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S905","External, Substation Loading Dock","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1171"
"3FC","OR31O7","NK47M9","S906","External Yard - East","B009","F0290-B009-S906","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External Yard - East","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S906","External Yard - East","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1172"
"3FC","RG03F8","NK47M9","S907","External, Car Park","B009","F0290-B009-S907","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, Car Park","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S907","External, Car Park","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1173"
"3FC","EU96Y0","NK47M9","S908","External, MOC Driveway - South","B009","F0290-B009-S908","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, MOC Driveway - South","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S908","External, MOC Driveway - South","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1174"
"3FC","PR18T7","NK47M9","S909","External Yard South","B009","F0290-B009-S909","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External Yard South","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S909","External Yard South","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1175"
"3FC","HL41U6","NK47M9","S910","External, MOC Exit","B009","F0290-B009-S910","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, MOC Exit","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S910","External, MOC Exit","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","29/09/2025 2:06 PM","John Marsden-T2D","1176"
"3FC","KH72A7","NK47M9","S201","Vent Building Maintenance Access","B009","F0290-B009-S201","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;Vent Building Maintenance Access","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S201","Vent Building Maintenance Access","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","22/09/2025 2:42 PM","John Marsden-T2D","1177"
"3FC","GE22F8","NK47M9","S301","External, Vent Building Maintenance Access","B009","F0290-B009-S301","NTNP Maintenance and Operational Centre (MOC);Within MOC Facility Boundary;External, Vent Building Maintenance Access","F0290","NTNP Maintenance and Operational Centre (MOC)","B009","Within MOC Facility Boundary","S301","External, Vent Building Maintenance Access","2909","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","22/09/2025 2:42 PM","John Marsden-T2D","1178"
"2","YI36Q0","KH31Q4","L070","Davenport Terrace Link Road (MC37/MC38)","NCRN049","NCRN049-L070","Davenport Terrace;Davenport Terrace Link Road (MC37/MC38)","NCRN049","Davenport Terrace","L070","Davenport Terrace Link Road (MC37/MC38)",,,"2455","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","21/01/2026 12:03 PM","John Marsden-T2D","1179"
"3FC","BH85A9","UY94V2","S301","Roof, Roof Level, Tunnel Monitoring Facility (3.92.4.301)","B004","F0392-B004-S301","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Roof, Roof Level, Tunnel Monitoring Facility (3.92.4.301)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Roof, Roof Level, Tunnel Monitoring Facility (3.92.4.301)","B004","Tunnel Monitoring Facility","S301","Roof, Roof Level, Tunnel Monitoring Facility (3.92.4.301)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_60_72","Roof surface spaces","16/04/2026 11:45 AM","John Marsden-T2D","1182"
"1FC","PY46I2",,"F0093","Incident Response Bays",,"F0093","Incident Response Bays","F0093","Incident Response Bays",,,,,"3804","Co_80_35_75","Road networks","En_80_35_77","Service area buildings",,,"24/06/2026 12:42 PM","John Marsden-T2D","1183"
"2FC","FP08I2","PY46I2","B001","SL1 - Port River Expressway","F0093","F0093-B001","Incident Response Bays;SL1 - Port River Expressway","F0093","Incident Response Bays;SL1 - Port River Expressway","B001","SL1 - Port River Expressway",,,"2931","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_80_35_77","Roadside reservations","15/10/2025 11:45 AM","John Marsden-T2D","1184"
"2FC","WI25S3","PY46I2","B002","SL2 - Regency Road","F0093","F0093-B002","Incident Response Bays;SL2 - Regency Road","F0093","Incident Response Bays;SL2 - Regency Road","B002","SL2 - Regency Road",,,"2932","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_80_35_77","Roadside reservations","15/10/2025 11:45 AM","John Marsden-T2D","1185"
"2FC","PP95T5","PY46I2","B003","SL3 - Orsmond Street","F0093","F0093-B003","Incident Response Bays;SL3 - Orsmond Street","F0093","Incident Response Bays;SL3 - Orsmond Street","B003","SL3 - Orsmond Street",,,"2933","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_80_35_77","Roadside reservations","15/10/2025 11:45 AM","John Marsden-T2D","1186"
"2FC","YZ80Q7","PY46I2","B004","SL4 - Anzac Road","F0093","F0093-B004","Incident Response Bays;SL4 - Anzac Road","F0093","Incident Response Bays;SL4 - Anzac Road","B004","SL4 - Anzac Road",,,"2934","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_80_35_77","Roadside reservations","15/10/2025 11:45 AM","John Marsden-T2D","1187"
"2FC","BQ23R2","PY46I2","B005","SL5 - Tonsley Boulevard","F0093","F0093-B005","Incident Response Bays;SL5 - Tonsley Boulevard","F0093","Incident Response Bays;SL5 - Tonsley Boulevard","B005","SL5 - Tonsley Boulevard",,,"3935","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_80_35_77","Roadside reservations","15/10/2025 11:45 AM","John Marsden-T2D","1188"
"2FC","JU44T4","PY46I2","B006","SL6 - Majors Road Intersection","F0093","F0093-B006","Incident Response Bays;SL6 - Majors Road Intersection","F0093","Incident Response Bays;SL6 - Majors Road Intersection","B006","SL6 - Majors Road Intersection",,,"3936","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_80_35_77","Roadside reservations","15/10/2025 11:45 AM","John Marsden-T2D","1189"
"3SP","TI77Y7","TZ24F0","SN825","Richmond Road Sump","L966","06203-L966-SN825","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02);Richmond Road Sump","06203","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01","L966","Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02)","SN825","Richmond Road Sump","2825","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_50_30","Drainage collection spaces","22/10/2025 11:47 AM","John Marsden-T2D","1190"
"3SP","YS96B3","TZ24F0","SN826","Barwell Avenue Sump","L966","06203-L966-SN826","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02);Barwell Avenue Sump","06203","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01","L966","Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02)","SN826","Barwell Avenue Sump","2826","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_50_30","Drainage collection spaces","22/10/2025 11:47 AM","John Marsden-T2D","1191"
"3SP","MN96J9","TZ24F0","SN827","Anzac Highway Sump","L966","06203-L966-SN827","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02);Anzac Highway Sump","06203","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01","L966","Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02)","SN827","Anzac Highway Sump","2827","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_50_30","Drainage collection spaces","22/10/2025 11:47 AM","John Marsden-T2D","1192"
"2FC","MB20L4","HI17L1","B008","Ventilation Building","F0280","F0280-B008","Northern Tunnel, Northern  Portal (NTNP);Ventilation Building","F0280","Northern Tunnel, Northern  Portal (NTNP);Ventilation Building","B008","Ventilation Building",,,"2808","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals",,"Plant and control spaces","5/03/2026 2:34 PM","John Marsden-T2D","1193"
"3FC","SL52W9","EG58D3","SC01","Ventilation Space","B008","F0281-B008-SC01","Northern Tunnel, Southern  Portal (NTSP);Ventilation Building;Ventilation Space","F0281","Northern Tunnel, Southern  Portal (NTSP);Ventilation Building;Ventilation Space","B008","Ventilation Building","SC01","Ventilation Space","2818","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90","Plant and control spaces","24/06/2026 12:26 PM","John Marsden-T2D","1194"
"3FC","DJ64Y6","IR00B8","SC01","Ventilation Space","B008","F0381-B008-SC01","Southern Tunnel, Southern Portal (STSP);Ventilation Building;Ventilation Space","F0381","Southern Tunnel, Southern Portal (STSP);Ventilation Building;Ventilation Space","B008","Ventilation Building","SC01","Ventilation Space","3818","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90","Plant and control spaces","15/04/2026 1:55 PM","John Marsden-T2D","1196"
