"Asset Identifier (Label)","Managed","DIT_AssetType","AssetTypeRef","SiteID_Drawings","Manual_SiteID","AssetCapture","T2D_DisciplineCode","T2D_ClashGroup","Uniclass_EfCode","Uniclass_EfTitle","Uniclass_SsCode","Uniclass_SsTitle","Uniclass_PrCode","Uniclass_PrTitle","UniclassCodeKey","LocationHeirarchyKey","DIT_AssetClass","DIT_AssetComponent","Ausroads_Asset_Discipline","DIT_AssetCategory","ShapeField","Created By","MPDId","Compliance Asset Id","ID","Created","Modified","Modified By"
"(S) Circuit Breaker - Mech Services Switchboard (Generator)","Yes","MSG","MSG","No","Yes","Register","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30_45Ss_70_30_25Pr_65_72_27","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.05 Circuit Breaker (LV)",,"Point Asset","Point","Basile, Rino",,,"3484","7/04/2026 5:50 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) Circuit Breaker - Mech Services Switchboard (UPS)","Yes","MSU",,"No","No","Register","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30_45Ss_70_30_25Pr_65_72_27","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.05 Circuit Breaker (LV)",,,,"Bird, Cheyne",,,"3561","14/04/2026 4:04 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) Circuit Breaker - Non-essential Distribution Board","Yes","CBN","CBN","No","Yes","Register","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30_45Ss_70_30_25Pr_65_72_27","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.05 Circuit Breaker (LV)",,"Point Asset","Point","Basile, Rino",,,"3470","31/03/2026 4:58 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) Circular Spigot with Butterfly Damper","Yes","DWM","DVM","Yes","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_65","Ventilation and air conditioning systems","Pr_65_65_24_15","Constant flow dampers","EF_75_70_52Ss_65Pr_65_65_24_15","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.03.02.02 Fan Dampers",,"Point Asset","Point","Tay, Bryan","883",,"358","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Closed Circuit Television Cabinet","Yes","CAB","CAB","Yes","No","Model","ID","356","EF_75_10","Communication","Ss_75_10_21","Data distribution and telecommunications systems","Pr_80_77_28_70","Rack cabinets","EF_75_10Ss_75_10_21Pr_80_77_28_70","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.10 Communication Rack Cabinet",,"Point Asset","Point","Tay, Bryan","850",,"325","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Closure Boom Gate","Yes","BB","BB","Yes","No","Model","TT","251","EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_30_59_59_72","Rising arm vehicular barriers","EF_75_30_35Ss_75_30_35Pr_30_59_59_72","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.18 Tunnel closure system (Boom Gate System)",,"Point Asset","Point","Tay, Bryan","760",,"234","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Communication Equipment Rack","Yes","CAB","CAB","Yes","No","Model","CO","342","EF_75_10","Communication","Ss_75_10_21","Data distribution and telecommunications systems","Pr_80_77_28_70","Rack cabinets","EF_75_10Ss_75_10_21Pr_80_77_28_70","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.10 Communication Rack Cabinet",,"Point Asset","Point","Tay, Bryan","841",,"316","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Communications Conduit - In Barrier","Conditional","CCD","CCD","No","No","Model","TT","255","EF_75_10","Communication","Ss_75_40_53","Monitoring systems","Pr_65_70_11_71","Rigid conduit","EF_75_10Ss_75_40_53Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset",,"Tay, Bryan","769",,"243","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Communications Conduit - In Bore","Conditional","CCD","CCD","No","No","Model","TT","255","EF_75_10","Communication","Ss_75_40_53","Monitoring systems","Pr_65_70_11_09","Buried conduit","EF_75_10Ss_75_40_53Pr_65_70_11_09","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset",,"Tay, Bryan","768",,"242","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Communications Conduit - In fill","Conditional","CCD","CCD","No","No","Model","TT","255","EF_75_10","Communication","Ss_75_40_53","Monitoring systems","Pr_65_70_11_71","Rigid conduit","EF_75_10Ss_75_40_53Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset",,"Seco, Jermaine",,,"3448","23/03/2026 11:36 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Communications Conduit - In Trench","Conditional","CCD","CCD","No","No","Model","TT","255","EF_75_10","Communication","Ss_75_40_53","Monitoring systems","Pr_65_70_11_09","Buried conduit","EF_75_10Ss_75_40_53Pr_65_70_11_09","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset",,"Tay, Bryan","767",,"241","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Communications Conduit - Structures","Conditional","CCD","CCD","No","No","Model","TT","255","EF_75_10","Communication","Ss_75_40_53","Monitoring systems","Pr_65_70_11_71","Rigid conduit","EF_75_10Ss_75_40_53Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset",,"Seco, Jermaine",,,"3449","23/03/2026 11:37 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Communications Pit UC","Yes","CPT","CPT","Yes","No","Model","UC",,"EF_75_10","Communication","Ss_75_40_53","Monitoring systems","Pr_65_52_25_15","Concrete catch pits","EF_75_10Ss_75_40_53Pr_65_52_25_15","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.22 ITS Cable Pit (Communication Cable Pit)",,"Point Asset","Point","Bird, Cheyne","766",,"3549","13/04/2026 5:44 PM","20/05/2026 5:37 PM","Gunagi, Pooja"
"(S) Concrete Plinth","No","N/A",,"N/A","No","N/A","PLACEHOLDER",,"EF_20_05_30","Foundations","Ss_20_05_50_65","Precast concrete foundation and plinth systems","Pr_20","Structure and general products","EF_20_05_30Ss_20_05_50_65Pr_20","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Basile, Rino",,,"524","10/06/2025 11:00 AM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) Control Panel - Lighting","Yes","LCP","LCP","Yes","No","Model","LV","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_75_50_18_93","Utility supply control panels","EF_70_30_45Ss_70_30_45_45Pr_75_50_18_93","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.06.01.01 Tunnel Lighting Control Panel",,"Point Asset","Point","Tay, Bryan","860",,"335","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Control Panel - Pumps","Yes","PCP","PCP","Yes","No","Model","HY","361","EF_55_30_98","Water fire suppression supply","Ss_55_70","Water distribution and supply systems","Pr_75_50_18_51","Mechanical services control panels","EF_55_30_98Ss_55_70Pr_75_50_18_51","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.07 Control Panel - Pumps",,"Point Asset","Point","Tay, Bryan","884",,"359","13/05/2025 5:20 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"(S) Controller (ID)","Yes","CTL","CTL","No","No","Register","ID",,"EF_40_40","Equipment","Ss_75_40_02","Access control systems","Pr_75_30_30","Electronic access control and recording products","EF_40_40Ss_75_40_02Pr_75_30_30",,"01.05 M&E","01.05.05.05.25 Controller",,"Point Asset","Point","Basile, Rino",,,"3659","19/05/2026 4:26 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) CRAC Unit","Yes","CRC","CRC","Yes","Yes","Model","ME","371","EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_70_65_03","Air conditioning units","EF_65_80Ss_65_80Pr_70_65_03","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.02 Cable Ladders and Ducts (LV)",,"Point Asset","Point","Basile, Rino",,,"3320","28/01/2026 9:05 AM","20/05/2026 5:37 PM","Gunagi, Pooja"
"(S) DALI Controller","Yes","DAL","DAL","No","Yes","Register","LV","361","EF_70_80","Lighting","Ss_70_80","Lighting systems","Pr_75_50_20","Controllers and control components","EF_70_80Ss_70_80Pr_75_50_20","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.31 Switch",,"Point Asset","Point","Basile, Rino",,,"3221","28/10/2025 4:55 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) Damper - General","Yes","DWM","DWM","Yes","Yes","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_65","Ventilation and air conditioning systems","Pr_65_65_24","Duct dampers","EF_75_70_52Ss_65Pr_65_65_24","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.03.02.02 Fan Dampers",,"Point Asset","Point","Tay, Bryan","885",,"360","13/05/2025 5:20 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) DC Power Supply","Yes","PSU","PSU","No","No","Model","FD","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_23","Direct current (d.c.) supply systems","Pr_60_70_90_22","Direct current (d.c.) power supply units","EF_70_30_45Ss_70_30_45_23Pr_60_70_90_22","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.09 Essential Electrical Distribution Board",,"Point Asset","Point","Tay, Bryan","859",,"334","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"(S) DC Power Supply LT","Yes","PSU","PSU","No","No","Model","LT","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_23","Direct current (d.c.) supply systems","Pr_60_70_90_22","Direct current (d.c.) power supply units","EF_70_30_45Ss_70_30_45_23Pr_60_70_90_22","2; 3","01.05 M&E","01.05.01.03.09 Essential Electrical Distribution Board",,"Point Asset","Point","Bird, Cheyne",,,"3717","19/06/2026 3:41 PM","19/06/2026 3:54 PM","Taylor, Daniel"
"(S) Detector Loop","Yes","VDL","VDL","Yes","No","Model","TT","251","EF_75_30_35","Road signals and controls","Ss_75_70_90_91","Traffic management control systems","Pr_70_75_72_22","Detector loops","EF_75_30_35Ss_75_70_90_91Pr_70_75_72_22","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.01.05 Traffic Loop & Detection System",,"Point Asset","Point","Tay, Bryan","759",,"233","13/05/2025 5:19 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Detector Loop Pit","Yes","EVP","EVP","Yes","No","Model","TT","254","EF_75_30_35","Road signals and controls","Ss_75_70_90_91","Traffic management control systems","Pr_65_52_25_15","Concrete catch pits","EF_75_30_35Ss_75_70_90_91Pr_65_52_25_15","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.01.05 Traffic Loop & Detection System",,"Point Asset","Point","Tay, Bryan","765",,"239","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Door Switch","Yes","DSW","DSW","No","No","Model","ID",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_75_30_27","Electric door-locking hardware","EF_75_30_35Ss_75_30_35Pr_75_30_27","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E",,,"Point Asset","Point","Basile, Rino",,,"3626","13/05/2026 4:20 PM","21/05/2026 4:25 PM","Muhammad Abid-T2D"
"(S) Drainage Pipe PH","No","N/A",,"N/A","No","Model","PLACEHOLDER",,"EF_50_70","Drainage treatment and disposal","Ss_50_30_02","Rainwater drainage systems","Pr_65_52_63","Pipes and fittings","EF_50_70Ss_50_30_02Pr_65_52_63","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Bird, Cheyne",,,"3720","22/06/2026 1:21 PM","22/06/2026 1:23 PM","Bird, Cheyne"
"(S) Duct Insulation","No","N/A",,"N/A","No","N/A","ME",,"EF_65","Ventilation and air conditioning functions","Ss_65","Ventilation and air conditioning systems","Pr_80_77_76","Services insulation and protection products","EF_65Ss_65Pr_80_77_76","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Basile, Rino","1,002",,"492","26/05/2025 1:45 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) Duct Lining","No","N/A",,"N/A","No","N/A","ME",,"EF_65","Ventilation and air conditioning functions","Ss_65","Ventilation and air conditioning systems","Pr_80_77_76","Services insulation and protection products","EF_65Ss_65Pr_80_77_76","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Basile, Rino","1,002",,"3453","24/03/2026 9:58 AM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"(S) Ducts","Conditional","DSA","DSA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Basile, Rino",,,"3452","24/03/2026 8:14 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Ducts Exhaust Air","Conditional","DEA","DEA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","886",,"361","13/05/2025 5:20 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Ducts Make Up Air","Conditional","DMA","DMA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne",,,"3427","17/03/2026 4:51 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Ducts Outside Air","Conditional","DOA","DOA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne",,,"3428","17/03/2026 4:51 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Ducts Return Air","Conditional","DRA","DRA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne",,,"3461","27/03/2026 9:24 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Ducts Supply Air","Conditional","DSA","DSA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne",,,"3429","17/03/2026 4:51 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Ducts Transfer Air","Conditional","DTA","DTA","No","No","Model","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_25","Ductwork and fittings","EF_75_70_52Ss_75_70_52Pr_65_65_25","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne",,,"3462","27/03/2026 9:25 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Earthing Pit","Yes","EEL","EEL","Yes","No","Model","LV","363","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25_25","Earthing and bonding systems","Pr_65_70_46","Lightning protection and earthing components","EF_70_30_45Ss_70_30_25_25Pr_65_70_46","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.01.14 Earthing Electrode",,"Point Asset","Point","Tay, Bryan","862",,"337","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Electric Actuator","Yes","EAV","EAV","No","No","N/A","EL","374","EF_55_30","Fire-extinguishing supply","Ss_55_30","Fire-extinguishing systems","Pr_75_50_02","Actuators","EF_55_30Ss_55_30Pr_75_50_02","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","Bird, Cheyne",,,"3521","13/04/2026 12:27 PM","25/05/2026 11:31 AM","Basile, Rino"
"(S) Electric Door Strike","Yes","EDS","EDS","Yes","No","Model","ID","372","EF_75_40_02","Access control","Ss_75_40_02","Access control systems","Pr_75_30_27_26","Electric strikes and faceplates","EF_75_40_02Ss_75_40_02Pr_75_30_27_26","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset","Point","Tay, Bryan","871",,"346","13/05/2025 5:19 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"(S) Electric Mortice Lock","Yes","EDS","EDS","Yes","No","Model","ID","372","EF_75_40_02","Access control","Ss_75_40_02","Access control systems","Pr_75_30_27","Electric door-locking hardware","EF_75_40_02Ss_75_40_02Pr_75_30_27","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset","Point","Tay, Bryan","872",,"347","13/05/2025 5:19 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"(S) Electric Vehicle Charger","Yes","EVC","EVC","Yes","No","Model","LV","368","Ef_70","Electrical power and lighting functions","Ss_70_30_94_27","Electric vehicle charging systems","Pr_65","Services and process distribution products","Ef_70Ss_70_30_94_27Pr_65","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.11 General Power outlets (GPO)",,"Point Asset","Point","Basile, Rino","995",,"485","22/05/2025 2:21 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Electrical Conduit - In Barrier","Conditional","ECD","ECD","No","No","Model","TT","255","EF_70_30","Electricity distribution","Ss_75_30_35","Road signal and control systems","Pr_65_70_11_71","Rigid conduit","EF_70_30Ss_75_30_35Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","774",,"248","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Conduit - In Bore","Conditional","ECD","ECD","No","No","Model","TT","255","EF_70_30","Electricity distribution","Ss_75_30_35","Road signal and control systems","Pr_65_70_11_09","Buried conduit","EF_70_30Ss_75_30_35Pr_65_70_11_09","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","773",,"247","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Conduit - In fill","Conditional","ECD","ECD","No","No","Model","TT","255","EF_70_30","Electricity distribution","Ss_75_30_35","Road signal and control systems","Pr_65_70_11_71","Rigid conduit","EF_70_30Ss_75_30_35Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Seco, Jermaine",,,"3446","23/03/2026 11:34 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Conduit - In Trench","Conditional","ECD","ECD","No","No","Model","TT","255","EF_70_30","Electricity distribution","Ss_75_30_35","Road signal and control systems","Pr_65_70_11_09","Buried conduit","EF_70_30Ss_75_30_35Pr_65_70_11_09","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","772",,"246","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Conduit - Structures","Conditional","ECD","ECD","No","No","Model","TT","255","EF_70_30","Electricity distribution","Ss_75_30_35","Road signal and control systems","Pr_65_70_11_71","Rigid conduit","EF_70_30Ss_75_30_35Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Seco, Jermaine",,,"3447","23/03/2026 11:35 AM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Conduits","Conditional","ECD","ECD","No","No","Model","EL","360","EF_70_30","Electricity distribution","Ss_70_30","Electricity distribution systems","Pr_65_70_11_71","Rigid conduit","EF_70_30Ss_70_30Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","852",,"327","13/05/2025 5:19 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Conduits UE","Conditional","ECD","ECD","No","No","Model","UE",,"EF_70_30","Electricity distribution","Ss_70_30","Electricity distribution systems","Pr_65_70_11_71","Rigid conduit","EF_70_30Ss_70_30Pr_65_70_11_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne","852",,"3545","13/04/2026 5:42 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"(S) Electrical Pit","Yes","LPT","LPT","Yes","No","Model","LV","360","EF_70_30","Electricity distribution","Ss_75_30_35","Road signal and control systems","Pr_65_52_25_15","Concrete catch pits","EF_70_30Ss_75_30_35Pr_65_52_25_15","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.03 Cable Pits (LV)",,"Point Asset","Point","Tay, Bryan","764",,"238","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Electricity Meter","Yes","PQM","PQM","Yes","No","Model","LV","368","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_80_51_51_63","Power factor meters","EF_70_30_45Ss_70_30_45_45Pr_80_51_51_63","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.13 Instrumentation & Meters (LV)",,"Point Asset","Point","Basile, Rino",,,"3242","18/11/2025 2:49 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Electromagnetic Lock","Yes","EDS","EDS","Yes","No","Model","ID","372","EF_75_40_02","Access control","Ss_75_40_02","Access control systems","Pr_75_30_27_50","Magnetic locks","EF_75_40_02Ss_75_40_02Pr_75_30_27_50","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset","Point","Tay, Bryan","870",,"345","13/05/2025 5:19 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
